Document Title,uuid_formula,UUID_dupe,airtable_record_id,New State Grouping
Advanced Control Choice Plan Formulary (Health Plan),CHIR_IDrecB26CXyDh8l6Vq1-341588-AKAdvanced Contro,CHIR_IDrecB26CXyDh8l6Vq1-341588-AKAdvanced Contro,recB26CXyDh8l6Vq1,All States
Aetna Standard Opt Out Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecpH7DQtagVRUhw4-300608-AKAetna Standard ,CHIR_IDrecpH7DQtagVRUhw4-300608-AKAetna Standard ,recpH7DQtagVRUhw4,All States
Standard Control Choice Plan Drug List (Health Plan),CHIR_IDrecLVjkKWJGLYeT58-341596-AKStandard Contro,CHIR_IDrecLVjkKWJGLYeT58-341596-AKStandard Contro,recLVjkKWJGLYeT58,All States
Standard Control Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecHuqUEyqll1D7Mf-315260-AKStandard Contro,CHIR_IDrecHuqUEyqll1D7Mf-315260-AKStandard Contro,recHuqUEyqll1D7Mf,All States
Standard Plan Preferred Drug List (Health Plan),CHIR_IDrecaNmGxleRLQyfPo-191415-AKStandard Plan P,CHIR_IDrecaNmGxleRLQyfPo-191415-AKStandard Plan P,recaNmGxleRLQyfPo,All States
Innovation Health Standard Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrec7Lt5WEYdrxgA8Y-310574-AKInnovation Heal,CHIR_IDrec7Lt5WEYdrxgA8Y-310574-AKInnovation Heal,rec7Lt5WEYdrxgA8Y,All States
Standard Control Choice Plan with ACSF Drug List (Health Plan),CHIR_IDrecx5fFJx0Gf2mFCx-341602-AKStandard Contro,CHIR_IDrecx5fFJx0Gf2mFCx-341602-AKStandard Contro,recx5fFJx0Gf2mFCx,All States
Advanced Control Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecBQ3c1QzKs20vEI-229627-AKAdvanced Contro,CHIR_IDrecBQ3c1QzKs20vEI-229627-AKAdvanced Contro,recBQ3c1QzKs20vEI,All States
Innovation Health Advanced Control Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecOWUWJx5ffH4yNI-300609-AKInnovation Heal,CHIR_IDrecOWUWJx5ffH4yNI-300609-AKInnovation Heal,recOWUWJx5ffH4yNI,All States
Basic Control Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecZe1pN1IHX50OOc-315127-AKBasic Control P,CHIR_IDrecZe1pN1IHX50OOc-315127-AKBasic Control P,recZe1pN1IHX50OOc,All States
Innovation Health Standard Opt Out Plan with ACSF Pharmacy Drug Guide (Health Plan),CHIR_IDrec6d3N09C8zha8jy-310578-AKInnovation Heal,CHIR_IDrec6d3N09C8zha8jy-310578-AKInnovation Heal,rec6d3N09C8zha8jy,All States
Innovation Health Standard Opt Out Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrec332gsNO6pxm0mS-300610-AKInnovation Heal,CHIR_IDrec332gsNO6pxm0mS-300610-AKInnovation Heal,rec332gsNO6pxm0mS,All States
Basic Control Plan with ACSF Pharmacy Drug Guide (Health Plan),CHIR_IDrec6Q1HVwJEbJegcU-315131-AKBasic Control P,CHIR_IDrec6Q1HVwJEbJegcU-315131-AKBasic Control P,rec6Q1HVwJEbJegcU,All States
Aetna Standard Opt Out Plan Formulary (Health Plan),CHIR_IDrecUUWaVf6lWkBoVZ-225926-IDAetna Standard ,CHIR_IDrecUUWaVf6lWkBoVZ-225926-IDAetna Standard ,recUUWaVf6lWkBoVZ,"Only 4 State(s): ID, NV, TX, UT"
Aetna Advanced Control Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecDBS0ZAgvcdJ9Ri-300605-AKAetna Advanced ,CHIR_IDrecDBS0ZAgvcdJ9Ri-300605-AKAetna Advanced ,recDBS0ZAgvcdJ9Ri,All States
Advanced Control Formulary (Health Plan),CHIR_IDrecIWB7PdXzAPdoCV-225921-IDAdvanced Contro,CHIR_IDrecIWB7PdXzAPdoCV-225921-IDAdvanced Contro,recIWB7PdXzAPdoCV,"Only 4 State(s): ID, NV, TX, UT"
Standard Opt-Out Plan Prescription Drug List (CA Health Plan),CHIR_IDrecAXi2XVzlG9ZBUi-268465-CAStandard Opt-Ou,CHIR_IDrecAXi2XVzlG9ZBUi-268465-CAStandard Opt-Ou,recAXi2XVzlG9ZBUi,Only 1 State(s): CA
Health Exchange Plan Pharmacy Drug Guide (NJ Health Plan),CHIR_IDrecead4JeM92pCkFj-315120-NJHealth Exchange,CHIR_IDrecead4JeM92pCkFj-315120-NJHealth Exchange,recead4JeM92pCkFj,Only 1 State(s): NJ
Standard Opt Out Plan Drug List (CA Health Plan),CHIR_IDrec9WpSLIGFIa7NTl-341608-CAStandard Opt Ou,CHIR_IDrec9WpSLIGFIa7NTl-341608-CAStandard Opt Ou,rec9WpSLIGFIa7NTl,Only 1 State(s): CA
Advanced Control Plan Prescription Drug List (CA Health Plan),CHIR_IDrecuHhjBy48zfFIAs-268466-CAAdvanced Contro,CHIR_IDrecuHhjBy48zfFIAs-268466-CAAdvanced Contro,recuHhjBy48zfFIAs,Only 1 State(s): CA
Advanced Control Excluded Drug List (Health Plan),CHIR_IDrecoqZqkKyzGziauW-268577-AKAdvanced Contro,CHIR_IDrecoqZqkKyzGziauW-268577-AKAdvanced Contro,recoqZqkKyzGziauW,All States
Advanced Control Plan Aetna Exclusion Drug List (Health Plan),CHIR_IDrecLfswjREUsU8smn-229629-AKAdvanced Contro,CHIR_IDrecLfswjREUsU8smn-229629-AKAdvanced Contro,recLfswjREUsU8smn,All States
Standard Plan Formulary Exclusions Drug List (Health Plan),CHIR_IDrecYSgTg5drYotEv8-191417-AKStandard Plan F,CHIR_IDrecYSgTg5drYotEv8-191417-AKStandard Plan F,recYSgTg5drYotEv8,All States
Standard Control Choice Plan with ACSF Excluded Drug List (Health Plan),CHIR_IDrec4tKAoU4OV9XjWG-341606-AKStandard Contro,CHIR_IDrec4tKAoU4OV9XjWG-341606-AKStandard Contro,rec4tKAoU4OV9XjWG,All States
Standard Control Formulary Exclusions Drug List (Health Plan),CHIR_IDrecgcz3D7sTJNA50W-315261-AKStandard Contro,CHIR_IDrecgcz3D7sTJNA50W-315261-AKStandard Contro,recgcz3D7sTJNA50W,All States
Standard Control Choice Formulary Exclusions Drug List (Health Plan),CHIR_IDrecWrNSoA1TzEM39M-340822-AKStandard Contro,CHIR_IDrecWrNSoA1TzEM39M-340822-AKStandard Contro,recWrNSoA1TzEM39M,All States
Advanced Control Choice Plan Excluded Drug List (Health Plan),CHIR_IDrecPZTySd1W6DVH73-341593-AKAdvanced Contro,CHIR_IDrecPZTySd1W6DVH73-341593-AKAdvanced Contro,recPZTySd1W6DVH73,All States
"Advanced Control Plan and Aetna Federal Employees Formulary Exclusions Drug List (Health Plan, Federal Employer)",CHIR_IDrecwCLGDesRaFkwcr-290099-AKAdvanced Contro,CHIR_IDrecwCLGDesRaFkwcr-290099-AKAdvanced Contro,recwCLGDesRaFkwcr,All States
Individual Health Exchange Plan Pharmacy Drug Guide (CA Health Plan),CHIR_IDrecpOvrFVHJ7v9mDq-315119-CAIndividual Heal,CHIR_IDrecpOvrFVHJ7v9mDq-315119-CAIndividual Heal,recpOvrFVHJ7v9mDq,Only 1 State(s): CA
Aetna Health Exchange Plan Formulary (NY Health Plan),CHIR_IDrec03bWkxiGc608j0-290157-NYAetna Health Ex,CHIR_IDrec03bWkxiGc608j0-290157-NYAetna Health Ex,rec03bWkxiGc608j0,Only 1 State(s): NY
Innovation Health Exchange Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecHko6ZGW6eiN8JH-300601-AKInnovation Heal,CHIR_IDrecHko6ZGW6eiN8JH-300601-AKInnovation Heal,recHko6ZGW6eiN8JH,All States Except VA
Aetna Health Exchange Plan Formulary (FL Health Plan),CHIR_IDrec0UtvZv6PdiTdId-290156-FLAetna Health Ex,CHIR_IDrec0UtvZv6PdiTdId-290156-FLAetna Health Ex,rec0UtvZv6PdiTdId,Only 1 State(s): FL
"Aetna Health Exchange Plan Formulary (IL, IN Health Plan)",CHIR_IDrecnLJ9OfLwoWEi2i-310965-ILAetna Health Ex,CHIR_IDrecnLJ9OfLwoWEi2i-310965-ILAetna Health Ex,recnLJ9OfLwoWEi2i,"Only 2 State(s): IL, IN"
Aetna Health Exchange Plan Formulary (DE Health Plan),CHIR_IDrecyGFalKBIIUXJjS-310966-DEAetna Health Ex,CHIR_IDrecyGFalKBIIUXJjS-310966-DEAetna Health Ex,recyGFalKBIIUXJjS,Only 1 State(s): DE
Aetna Health Exchange Plan OA Managed Choice (PPO) Drug List,CHIR_IDreclpeYE0PzfV5Wv3-319782-AKAetna Health Ex,CHIR_IDreclpeYE0PzfV5Wv3-319782-AKAetna Health Ex,reclpeYE0PzfV5Wv3,All States
Aetna Health Exchange Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecAvjXcYpczUkPx1-268391-AKAetna Health Ex,CHIR_IDrecAvjXcYpczUkPx1-268391-AKAetna Health Ex,recAvjXcYpczUkPx1,All States
New Jersey Educators Health Plan Formulary (Health Plan),CHIR_IDrec9ghBDY96gYPxhh-290179-NJNew Jersey Educ,CHIR_IDrec9ghBDY96gYPxhh-290179-NJNew Jersey Educ,rec9ghBDY96gYPxhh,Only 1 State(s): NJ
High Value Plan Pharmacy Drug Guide (Health Plan),CHIR_IDrecWyRLfsUD17fvVs-229630-AKHigh Value Plan,CHIR_IDrecWyRLfsUD17fvVs-229630-AKHigh Value Plan,recWyRLfsUD17fvVs,All States
Aetna Small Group Health Exchange Plan Formulary (CA Health Plan),CHIR_IDrecvwjFJnNOIZ1OcK-290154-CAAetna Small Gro,CHIR_IDrecvwjFJnNOIZ1OcK-290154-CAAetna Small Gro,recvwjFJnNOIZ1OcK,Only 1 State(s): CA
Continuous Glucose Monitor Sensors,CHIR_IDrecV5UWnCX9KjXi2d-323529-AKContinuous Gluc,CHIR_IDrecV5UWnCX9KjXi2d-323529-AKContinuous Gluc,recV5UWnCX9KjXi2d,All States
Diabetic Test Strips,CHIR_IDrecYJdffcIjk9JGAg-323552-AKDiabetic Test S,CHIR_IDrecYJdffcIjk9JGAg-323552-AKDiabetic Test S,recYJdffcIjk9JGAg,All States
"Diabetes Tests, Programs and Supplies (Commercial)","CHIR_IDrecOxfjJ2HEqHd69b-16916-AKDiabetes Tests,","CHIR_IDrecOxfjJ2HEqHd69b-16916-AKDiabetes Tests,",recOxfjJ2HEqHd69b,All States
Standard Plan Preventive Drug List (Health Plan),CHIR_IDrec1yp0Y7tKAwRZbM-200238-AKStandard Plan P,CHIR_IDrec1yp0Y7tKAwRZbM-200238-AKStandard Plan P,rec1yp0Y7tKAwRZbM,All States
Standard Plan Chronic Drug List (Health Plan),CHIR_IDrecttM09WeT2ijYEZ-200239-AKStandard Plan C,CHIR_IDrecttM09WeT2ijYEZ-200239-AKStandard Plan C,recttM09WeT2ijYEZ,All States
Standard Control Choice Plan with ACSF Preventive Drug List (Health Plan),CHIR_IDrecc20Lra6MlBlT3N-341604-AKStandard Contro,CHIR_IDrecc20Lra6MlBlT3N-341604-AKStandard Contro,recc20Lra6MlBlT3N,All States
Standard Control Choice Plan Chronic Drug List (Health Plan),CHIR_IDrecCzhSWt6No6SkGW-341598-AKStandard Contro,CHIR_IDrecCzhSWt6No6SkGW-341598-AKStandard Contro,recCzhSWt6No6SkGW,All States
Standard Control Choice Plan Preventive Drug List (Health Plan),CHIR_IDrecUjVns9RNCU3vbt-341597-AKStandard Contro,CHIR_IDrecUjVns9RNCU3vbt-341597-AKStandard Contro,recUjVns9RNCU3vbt,All States
Standard Opt Out Plan Preventive Medicine (Health Plan),CHIR_IDrecr05URW69NKWSeY-229633-AKStandard Opt Ou,CHIR_IDrecr05URW69NKWSeY-229633-AKStandard Opt Ou,recr05URW69NKWSeY,All States
Standard Opt Out Plan and Basic Control Plan Preventive Medication List (Health Plan),CHIR_IDrecsqWDaJVoKA03wz-268573-AKStandard Opt Ou,CHIR_IDrecsqWDaJVoKA03wz-268573-AKStandard Opt Ou,recsqWDaJVoKA03wz,All States
High Value Plan Chronic Medication List (Health Plan),CHIR_IDrecrxXJ1cd5KZTIe9-268569-AKHigh Value Plan,CHIR_IDrecrxXJ1cd5KZTIe9-268569-AKHigh Value Plan,recrxXJ1cd5KZTIe9,All States
High Value Preventive Medicine List (Health Plan),CHIR_IDrecvK6UAJOwA0HfzU-137227-AKHigh Value Prev,CHIR_IDrecvK6UAJOwA0HfzU-137227-AKHigh Value Prev,recvK6UAJOwA0HfzU,All States
Chronic Medicine Standard Opt Out Plan and Basic Control Plan with ACSF (Health Plan),CHIR_IDrecQ1D6Y8At6uJfTH-240418-MOChronic Medicin,CHIR_IDrecQ1D6Y8At6uJfTH-240418-MOChronic Medicin,recQ1D6Y8At6uJfTH,"Only 2 State(s): MO, OK"
Aetna Standard Opt Out Plan Chronic Medicine List (Health Plan),CHIR_IDrec4Ws0bbcSBjHH82-287910-AKAetna Standard ,CHIR_IDrec4Ws0bbcSBjHH82-287910-AKAetna Standard ,rec4Ws0bbcSBjHH82,All States
Advanced Control (Aetna) Preventive Drug List (Health Plan),CHIR_IDrec52ER4EiztMusFT-290161-AKAdvanced Contro,CHIR_IDrec52ER4EiztMusFT-290161-AKAdvanced Contro,rec52ER4EiztMusFT,All States
Advanced Control Plan Preventive Medicine List (Health Plan),CHIR_IDreczy0XgH9gJnVRAw-229628-AKAdvanced Contro,CHIR_IDreczy0XgH9gJnVRAw-229628-AKAdvanced Contro,reczy0XgH9gJnVRAw,All States
Aetna Advanced Control Chronic Medication List (Health Plan),CHIR_IDreciLNOX0WRwG0oLY-268467-AKAetna Advanced ,CHIR_IDreciLNOX0WRwG0oLY-268467-AKAetna Advanced ,reciLNOX0WRwG0oLY,All States
Advanced Control Choice Plan Preventive Drug List (Health Plan),CHIR_IDrecD6hl8pPj6FRbYR-341590-AKAdvanced Contro,CHIR_IDrecD6hl8pPj6FRbYR-341590-AKAdvanced Contro,recD6hl8pPj6FRbYR,All States
Advanced Control Choice Plan Chronic Drug List (Health Plan),CHIR_IDrecqKY0xH18EYztI1-341591-AKAdvanced Contro,CHIR_IDrecqKY0xH18EYztI1-341591-AKAdvanced Contro,recqKY0xH18EYztI1,All States
Global Prior Authorization,CHIR_IDrec6d4UGV9bPs6bPk-237519-AKGlobal Prior Au,CHIR_IDrec6d4UGV9bPs6bPk-237519-AKGlobal Prior Au,rec6d4UGV9bPs6bPk,All States
Prior Authorization Drug List (National Drug List) (NY),CHIR_IDrecJ9hbnS6xYNXem2-147764-NYPrior Authoriza,CHIR_IDrecJ9hbnS6xYNXem2-147764-NYPrior Authoriza,recJ9hbnS6xYNXem2,Only 1 State(s): NY
National Direct 4-Tier Drug List (VA),CHIR_IDrecuA93JZfKIKFbuK-263418-VANational Direct,CHIR_IDrecuA93JZfKIKFbuK-263418-VANational Direct,recuA93JZfKIKFbuK,Only 1 State(s): VA
National Direct 3-Tier Drug List (VA),CHIR_IDrecheywsgArHSYjUI-263416-VANational Direct,CHIR_IDrecheywsgArHSYjUI-263416-VANational Direct,recheywsgArHSYjUI,Only 1 State(s): VA
National Direct 4-Tier Drug List (ABCBS),CHIR_IDrecmwaqYDeJs93ngj-263417-CONational Direct,CHIR_IDrecmwaqYDeJs93ngj-263417-CONational Direct,recmwaqYDeJs93ngj,Multiple States
National Direct 3-Tier Drug List (NY),CHIR_IDrecqJQaYjgHIbBClv-263421-NYNational Direct,CHIR_IDrecqJQaYjgHIbBClv-263421-NYNational Direct,recqJQaYjgHIbBClv,Only 1 State(s): NY
National Direct Plus Five Tier Drug List (Health Plan),CHIR_IDrecJLv2IArsuwF2bz-338727-AKNational Direct,CHIR_IDrecJLv2IArsuwF2bz-338727-AKNational Direct,recJLv2IArsuwF2bz,All States
National Direct Three Tier Drug List (CT Health Plan),CHIR_IDrecKVNeqKrxgH5uVT-340172-CTNational Direct,CHIR_IDrecKVNeqKrxgH5uVT-340172-CTNational Direct,recKVNeqKrxgH5uVT,Only 1 State(s): CT
National Direct 4-Tier Preferred Drug List (CT),CHIR_IDreckVdQxObZq31d9z-373012-CTNational Direct,CHIR_IDreckVdQxObZq31d9z-373012-CTNational Direct,reckVdQxObZq31d9z,Only 1 State(s): CT
National Direct 5-Tier Drug List (VA),CHIR_IDreciSSYtR1PWEFHot-263420-VANational Direct,CHIR_IDreciSSYtR1PWEFHot-263420-VANational Direct,reciSSYtR1PWEFHot,Only 1 State(s): VA
National Direct Plus Three Tier Drug List (VA Health Plan),CHIR_IDrecIh2zwq9h53LZ2p-338589-VANational Direct,CHIR_IDrecIh2zwq9h53LZ2p-338589-VANational Direct,recIh2zwq9h53LZ2p,Only 1 State(s): VA
National Direct Plus Five Tier Drug List (VA Health Plan),CHIR_IDrecM1Dvq5HoPDeJEc-338729-VANational Direct,CHIR_IDrecM1Dvq5HoPDeJEc-338729-VANational Direct,recM1Dvq5HoPDeJEc,Only 1 State(s): VA
National Direct 3-Tier Preferred Drug List (NY),CHIR_IDreceG9jQ3V5X8k3fP-372931-NYNational Direct,CHIR_IDreceG9jQ3V5X8k3fP-372931-NYNational Direct,receG9jQ3V5X8k3fP,Only 1 State(s): NY
National Direct 3-Tier Preferred Drug List (CT),CHIR_IDrecoVDcf5gEN5G2HX-373011-CTNational Direct,CHIR_IDrecoVDcf5gEN5G2HX-373011-CTNational Direct,recoVDcf5gEN5G2HX,Only 1 State(s): CT
National Drug List Closed Formulary (CDI) (CA),CHIR_IDrecS8WQXQUYcGxloO-233819-CANational Drug L,CHIR_IDrecS8WQXQUYcGxloO-233819-CANational Drug L,recS8WQXQUYcGxloO,Only 1 State(s): CA
National Drug List Closed Formulary (DMHC) (CA),CHIR_IDrecpT7BulJdhKX6Zi-233834-CANational Drug L,CHIR_IDrecpT7BulJdhKX6Zi-233834-CANational Drug L,recpT7BulJdhKX6Zi,Only 1 State(s): CA
National Direct Drug List Medication Alternatives,CHIR_IDrecDVQ8DVtc8CNQlN-290068-AKNational Direct,CHIR_IDrecDVQ8DVtc8CNQlN-290068-AKNational Direct,recDVQ8DVtc8CNQlN,All States
National Direct Preferred Drug List Alternatives (NY),CHIR_IDrecXKms4aDDR3T7ah-372917-NYNational Direct,CHIR_IDrecXKms4aDDR3T7ah-372917-NYNational Direct,recXKms4aDDR3T7ah,Only 1 State(s): NY
National Direct Plus Drug List Medication Alternatives (VA Health Plan),CHIR_IDrecanNjzLDWs4aaxd-339994-VANational Direct,CHIR_IDrecanNjzLDWs4aaxd-339994-VANational Direct,recanNjzLDWs4aaxd,Only 1 State(s): VA
National Direct Plus Drug List Medication Alternatives (CA Health Plan),CHIR_IDrectnrz975gMiN1PN-340142-CANational Direct,CHIR_IDrectnrz975gMiN1PN-340142-CANational Direct,rectnrz975gMiN1PN,Only 1 State(s): CA
National Direct Plus Drug List Medication Alternatives (Health Plan),CHIR_IDreckw5o2p2yNIrlQU-339993-AKNational Direct,CHIR_IDreckw5o2p2yNIrlQU-339993-AKNational Direct,reckw5o2p2yNIrlQU,All States
National Direct Drug List Medication Alternatives (NY),CHIR_IDreczrqZIP5My5CWrJ-270421-NYNational Direct,CHIR_IDreczrqZIP5My5CWrJ-270421-NYNational Direct,reczrqZIP5My5CWrJ,Only 1 State(s): NY
National Direct Preferred Drug List Alternatives (CT),CHIR_IDrecdF9W4Pc03Ub2sx-373010-CTNational Direct,CHIR_IDrecdF9W4Pc03Ub2sx-373010-CTNational Direct,recdF9W4Pc03Ub2sx,Only 1 State(s): CT
National Direct Plus Drug List Medication Alternatives (NY Health Plan),CHIR_IDrecd3c5iUE6VF37bu-340028-NYNational Direct,CHIR_IDrecd3c5iUE6VF37bu-340028-NYNational Direct,recd3c5iUE6VF37bu,Only 1 State(s): NY
Generic Premium Drug List (DHMC) (CA),CHIR_IDrecXxthQSq5ngqXX5-233864-CAGeneric Premium,CHIR_IDrecXxthQSq5ngqXX5-233864-CAGeneric Premium,recXxthQSq5ngqXX5,Only 1 State(s): CA
Generic Premium Drug List (CDI) (CA),CHIR_IDrec8Nwn6tn7KNZaQX-233856-AKGeneric Premium,CHIR_IDrec8Nwn6tn7KNZaQX-233856-AKGeneric Premium,rec8Nwn6tn7KNZaQX,All States
National Closed Drug List (CT Health Plan),CHIR_IDrecBD0sIDvrSaHGJm-340171-CTNational Closed,CHIR_IDrecBD0sIDvrSaHGJm-340171-CTNational Closed,recBD0sIDvrSaHGJm,Only 1 State(s): CT
National Drug List Closed Formulary (Health Plan),CHIR_IDrecL3pO8evIQahsSV-138034-AKNational Drug L,CHIR_IDrecL3pO8evIQahsSV-138034-AKNational Drug L,recL3pO8evIQahsSV,All States
National Drug List Closed Formulary (NY),CHIR_IDrecomfOyXb7Fgp2Za-150284-NYNational Drug L,CHIR_IDrecomfOyXb7Fgp2Za-150284-NYNational Drug L,recomfOyXb7Fgp2Za,Only 1 State(s): NY
National Drug List Closed Formulary (VA),CHIR_IDrecwva8Sm8dwSyUbp-229245-VANational Drug L,CHIR_IDrecwva8Sm8dwSyUbp-229245-VANational Drug L,recwva8Sm8dwSyUbp,Only 1 State(s): VA
Anthem National Drug List Closed Formulary (VA),CHIR_IDrecn9eIEB50Qb1SWJ-290074-AKAnthem National,CHIR_IDrecn9eIEB50Qb1SWJ-290074-AKAnthem National,recn9eIEB50Qb1SWJ,All States
Select Drug List 4-Tier Split (Small Group) (CT),CHIR_IDrecbfwfdwqYaI0FpD-290095-CTSelect Drug Lis,CHIR_IDrecbfwfdwqYaI0FpD-290095-CTSelect Drug Lis,recbfwfdwqYaI0FpD,Only 1 State(s): CT
Select Drug List 4-Tier (Individual) (CT),CHIR_IDrecdI1DJLos8NdMmv-150121-CTSelect Drug Lis,CHIR_IDrecdI1DJLos8NdMmv-150121-CTSelect Drug Lis,recdI1DJLos8NdMmv,Only 1 State(s): CT
Small Group Select 3-Tier Drug List (CT),CHIR_IDrecnadZFUBgMPsHer-229256-CTSmall Group Sel,CHIR_IDrecnadZFUBgMPsHer-229256-CTSmall Group Sel,recnadZFUBgMPsHer,Only 1 State(s): CT
Select Drug List 4-Tier (Individual) (CO),CHIR_IDrecXoOzNEh6ghaqWX-138004-COSelect Drug Lis,CHIR_IDrecXoOzNEh6ghaqWX-138004-COSelect Drug Lis,recXoOzNEh6ghaqWX,Only 1 State(s): CO
Select Drug List 4-Tier (Small Group) (CO),CHIR_IDrec89lG8bem0hPar8-290078-COSelect Drug Lis,CHIR_IDrec89lG8bem0hPar8-290078-COSelect Drug Lis,rec89lG8bem0hPar8,Only 1 State(s): CO
Select Drug List 4-Tier (Small Group) (CT),CHIR_IDrecoABg9LAcdgHkWs-290079-CTSelect Drug Lis,CHIR_IDrecoABg9LAcdgHkWs-290079-CTSelect Drug Lis,recoABg9LAcdgHkWs,Only 1 State(s): CT
Select Drug List 4-Tier Split (Small Group) (CO),CHIR_IDrecBhV8YH1qRx3Cfc-198045-COSelect Drug Lis,CHIR_IDrecBhV8YH1qRx3Cfc-198045-COSelect Drug Lis,recBhV8YH1qRx3Cfc,Only 1 State(s): CO
Continuous Glucose Monitoring Devices and External Insulin Infusion Pumps,CHIR_IDrecFSsMsptgBk6J8e-292887-CAContinuous Gluc,CHIR_IDrecFSsMsptgBk6J8e-292887-CAContinuous Gluc,recFSsMsptgBk6J8e,Multiple States
City of Cincinnati Essential Drug List (Health Plan),CHIR_IDrec0jINF9aiAcX46p-340116-OHCity of Cincinn,CHIR_IDrec0jINF9aiAcX46p-340116-OHCity of Cincinn,rec0jINF9aiAcX46p,Only 1 State(s): OH
Essential Direct 3-Tier Drug List (CT),CHIR_IDrecQxH5IHd63TcT4N-373006-CTEssential Direc,CHIR_IDrecQxH5IHd63TcT4N-373006-CTEssential Direc,recQxH5IHd63TcT4N,Only 1 State(s): CT
Essential Direct 3-Tier Drug List (NY),CHIR_IDrec8la25KOQ5lDgF7-372908-NYEssential Direc,CHIR_IDrec8la25KOQ5lDgF7-372908-NYEssential Direc,rec8la25KOQ5lDgF7,Only 1 State(s): NY
Essential Direct 4-Tier Drug List (CT),CHIR_IDrec1vJN8pxzmmA8aZ-373007-CTEssential Direc,CHIR_IDrec1vJN8pxzmmA8aZ-373007-CTEssential Direc,rec1vJN8pxzmmA8aZ,Only 1 State(s): CT
Essential Direct 4-Tier Drug List (NY),CHIR_IDrecLh45Ho7lm5y7IL-372915-NYEssential Direc,CHIR_IDrecLh45Ho7lm5y7IL-372915-NYEssential Direc,recLh45Ho7lm5y7IL,Only 1 State(s): NY
Essential Direct 5-Tier Drug List (CT),CHIR_IDrecEnlh3mlW0wNZn4-373009-CTEssential Direc,CHIR_IDrecEnlh3mlW0wNZn4-373009-CTEssential Direc,recEnlh3mlW0wNZn4,Only 1 State(s): CT
Essential Direct 5-Tier Drug List (NY),CHIR_IDrec0JeBrUq1on9hJv-372916-NYEssential Direc,CHIR_IDrec0JeBrUq1on9hJv-372916-NYEssential Direc,rec0JeBrUq1on9hJv,Only 1 State(s): NY
Essential Drug List 3-Tier (CDI) (CA),CHIR_IDrec22ZNnIXTbRgQlK-233733-AKEssential Drug ,CHIR_IDrec22ZNnIXTbRgQlK-233733-AKEssential Drug ,rec22ZNnIXTbRgQlK,All States
Essential Drug List 3-Tier (Commercial),CHIR_IDrec2eXFqJZlRhut2n-138035-AKEssential Drug ,CHIR_IDrec2eXFqJZlRhut2n-138035-AKEssential Drug ,rec2eXFqJZlRhut2n,All States
Essential Drug List 3-Tier (Commercial) (VA),CHIR_IDreceY8VSQr7hfW3r1-190510-COEssential Drug ,CHIR_IDreceY8VSQr7hfW3r1-190510-COEssential Drug ,receY8VSQr7hfW3r1,Multiple States
Essential Drug List 3-Tier (DMHC) (CA),CHIR_IDrecQakElf8adKXkOj-233738-CAEssential Drug ,CHIR_IDrecQakElf8adKXkOj-233738-CAEssential Drug ,recQakElf8adKXkOj,Only 1 State(s): CA
Essential Drug List 4-Tier (CDI) (CA),CHIR_IDrectSiDHr6onNnKGX-233748-AKEssential Drug ,CHIR_IDrectSiDHr6onNnKGX-233748-AKEssential Drug ,rectSiDHr6onNnKGX,All States
Essential Drug List 4-Tier (Commercial),CHIR_IDrecJwQzHVpasI2kwC-137924-AKEssential Drug ,CHIR_IDrecJwQzHVpasI2kwC-137924-AKEssential Drug ,recJwQzHVpasI2kwC,All States
Essential Drug List 4-Tier (Commercial) (VA),CHIR_IDrec0VePKLGl0e98Ss-190515-COEssential Drug ,CHIR_IDrec0VePKLGl0e98Ss-190515-COEssential Drug ,rec0VePKLGl0e98Ss,Multiple States
Essential Drug List 4-Tier (DMHC) (CA),CHIR_IDrecP45GzDvaYEr7g8-233751-CAEssential Drug ,CHIR_IDrecP45GzDvaYEr7g8-233751-CAEssential Drug ,recP45GzDvaYEr7g8,Only 1 State(s): CA
Essential Drug List 5-Tier (CDI) (CA),CHIR_IDrect5N36Up0y9P9yX-233760-AKEssential Drug ,CHIR_IDrect5N36Up0y9P9yX-233760-AKEssential Drug ,rect5N36Up0y9P9yX,All States
Essential Drug List 5-Tier (DMHC),CHIR_IDrecBl5wgVra8ft3gd-233803-CAEssential Drug ,CHIR_IDrecBl5wgVra8ft3gd-233803-CAEssential Drug ,recBl5wgVra8ft3gd,Only 1 State(s): CA
Essential Drug List 5-Tier (DMHC) (CA),CHIR_IDrecMk2TmkON6M2SmG-233761-CAEssential Drug ,CHIR_IDrecMk2TmkON6M2SmG-233761-CAEssential Drug ,recMk2TmkON6M2SmG,Only 1 State(s): CA
Essential Five Tier Drug List (CT Health Plan),CHIR_IDrecHcFyhRatGtPGP6-340167-CTEssential Five ,CHIR_IDrecHcFyhRatGtPGP6-340167-CTEssential Five ,recHcFyhRatGtPGP6,Only 1 State(s): CT
