Payer,States,New Market Segment(s),Total_Covered_Lives,Attributed_Policy_IDs,Attributed_Airtable_UUIDs,Weight_Rank_1_to_5
Cigna,SD,Self Funded/Employer Sponsored,11670,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",1
Cigna,TN,Individual,68326,,,3
Cigna,TN,Large Group,21811,,,2
Cigna,TN,Self Funded/Employer Sponsored,704349,"302189, 316783, 315730, 199856, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecV9Iw8f0i9iPXB0-302189-TNOscar and Cigna, CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecIwMlQXmgXLizkc-315730-TNCigna Plus 4-Ti, CHIR_IDrecFuxI7QC0T0swLz-199856-TNCigna Rx Plus 5, CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,TX,Individual,65190,,,3
Cigna,TX,Large Group,53251,,,3
Cigna,TX,Self Funded/Employer Sponsored,1173913,"316783, 315719, 315731, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrec897RxDNvGubkQq-315719-TXCigna Plus 5-Ti, CHIR_IDrecprZRTEFB3PlkdA-315731-TXCigna Plus 4-Ti, CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,UT,Individual,3396,,,1
Cigna,UT,Large Group,5086,,,1
Cigna,UT,Self Funded/Employer Sponsored,196101,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,VA,Individual,47220,,,3
Cigna,VA,Large Group,48895,,,3
Cigna,VA,Self Funded/Employer Sponsored,560023,"316783, 199858, 342579, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecXN4ilDVIJsIlsy-199858-VACigna Rx Premie, CHIR_IDrecABP8O2d7rCsqhL-342579-VACigna HealthCar, CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,VT,Large Group,2374,,,1
Cigna,VT,Self Funded/Employer Sponsored,69236,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,WA,Large Group,4519,,,1
Cigna,WA,Self Funded/Employer Sponsored,262927,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,WI,Self Funded/Employer Sponsored,97377,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,WV,Self Funded/Employer Sponsored,68549,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,WY,Large Group,102,,,1
Cigna,WY,Self Funded/Employer Sponsored,91576,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Florida Blue,FL,Individual,1484479,,,5
Florida Blue,FL,Large Group,664819,,,5
Florida Blue,FL,Self Funded/Employer Sponsored,959979,,,5
Florida Blue,FL,Small Group,144982,,,4
HCSC,IL,Individual,255020,,,4
HCSC,IL,Large Group,1158694,,,5
HCSC,IL,Self Funded/Employer Sponsored,6820127,,,5
HCSC,IL,Small Group,431241,,,5
HCSC,TX,Individual,1443617,,,5
HCSC,TX,Large Group,1196604,,,5
HCSC,TX,Self Funded/Employer Sponsored,6501458,,,5
HCSC,TX,Small Group,442554,,,5
Kaiser Permanente,CA,Individual,811033,,,5
Kaiser Permanente,CA,Large Group,5172259,,,5
Kaiser Permanente,CA,Self Funded/Employer Sponsored,110932,,,4
Kaiser Permanente,CA,Small Group,749309,,,5
